"Customer ID","Age","Gender","City","Subscription Type","Monthly Spending","Tenure","Number of Purchases","Customer Support Requests","Login Frequency","Last Activity Date","Satisfaction Score","Churn Status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1978","58","Female","Philadelphia","Basic","48.97","17","9","4","9","6/12/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1979","53","Male","Chicago","Premium","156.94","56","33","2","11","4/22/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1980","44","Male","San Diego","Standard","85.58","34","34","1","5","4/8/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1981","71","Male","New York","Basic","18.52","9","5","0","26","12/22/2025","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1982","80","Male","New York","Premium","263.39","56","69","2","7","4/9/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1983","34","Male","Philadelphia","Premium","246.03","51","110","2","29","12/23/2025","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1984","26","Male","San Jose","Basic","14.8","13","14","2","1","2/24/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1985","50","Male","New York","Basic","29.34","5","9","1","24","6/2/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1986","70","Female","Philadelphia","Premium","252.82","41","28","2","25","12/27/2025","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1987","37","Non-binary","New York","Standard","127.9","13","23","6","29","4/22/2026","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1988","30","Male","Philadelphia","Standard","52.01","1","1","2","5","4/14/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1989","45","Male","Chicago","Premium","283.57","25","49","2","6","1/11/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1990","65","Female","San Diego","Standard","106.93","47","36","1","13","1/21/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1991","46","Male","Philadelphia","Basic","42.48","4","9","2","11","1/2/2026","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1992","30","Male","New York","Standard","130.79","36","35","1","8","5/1/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1993","63","Female","Phoenix","Basic","17.59","52","62","3","20","3/4/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1994","52","Male","San Diego","Standard","61.02","10","24","3","2","5/22/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1995","78","Female","Chicago","Standard","122.13","28","46","5","15","2/1/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1996","23","Female","Philadelphia","Basic","16.26","57","70","6","10","4/24/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1997","35","Male","Phoenix","Standard","134.99","6","14","0","8","1/6/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1998","68","Male","Philadelphia","Basic","39.05","27","31","4","2","5/13/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-1999","22","Female","San Jose","Basic","43.67","56","38","2","21","4/13/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2000","64","Male","New York","Standard","79.9","12","29","1","15","5/15/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2001","42","Male","San Antonio","Basic","22.66","52","53","1","29","6/2/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2002","19","Female","Dallas","Standard","117.12","48","105","3","6","6/5/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2003","27","Female","Los Angeles","Basic","11.26","3","2","1","5","5/9/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2004","73","Male","San Jose","Standard","122.65","46","90","2","22","4/3/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2005","47","Female","Phoenix","Premium","275.37","33","51","0","22","1/19/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2006","67","Male","San Jose","Standard","91.52","10","24","1","3","1/26/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2007","76","Female","Houston","Basic","40.6","31","49","2","11","4/8/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2008","62","Female","Philadelphia","Premium","176.19","15","8","0","11","2/28/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2009","22","Female","Philadelphia","Basic","22.89","7","11","0","16","5/20/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2010","72","Female","Los Angeles","Basic","48.97","36","28","3","3","2/21/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2011","73","Non-binary","Los Angeles","Basic","49.45","14","29","2","9","12/26/2025","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2012","50","Male","Houston","Basic","30.5","56","123","4","3","4/4/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2013","71","Female","New York","Premium","290.14","48","70","3","19","12/23/2025","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2014","18","Male","Dallas","Basic","30.91","14","28","3","11","3/9/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2015","35","Male","San Antonio","Standard","79.16","3","2","4","14","4/12/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2016","49","Male","San Antonio","Standard","76.69","49","72","4","2","2/12/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2017","64","Female","Chicago","Basic","47.18","53","68","3","7","2/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2018","66","Non-binary","Chicago","Standard","67.24","46","79","1","10","2/14/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2019","28","Male","New York","Basic","33.19","50","29","0","10","2/28/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2020","38","Male","Chicago","Basic","32.22","3","6","4","20","5/31/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2021","43","Female","Chicago","Basic","39.58","22","14","2","1","1/18/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2022","80","Male","Houston","Premium","224.89","19","34","2","6","6/10/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2023","42","Male","Houston","Premium","190.84","35","18","1","21","3/2/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2024","39","Female","Chicago","Basic","16.78","12","25","1","14","3/30/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2025","76","Female","San Jose","Basic","34.83","54","45","4","27","1/17/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2026","44","Other","San Diego","Standard","121.9","5","7","1","2","4/17/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2027","66","Male","San Diego","Basic","32.78","10","10","0","6","6/14/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2028","30","Male","New York","Premium","260.75","41","79","3","1","5/28/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2029","50","Female","San Antonio","Standard","64.15","33","37","0","3","4/23/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2030","51","Female","Los Angeles","Basic","45.3","13","25","3","4","12/30/2025","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2031","58","Female","New York","Premium","237.36","35","37","0","13","1/24/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2032","52","Female","Chicago","Basic","15.07","51","102","2","3","1/21/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2033","80","Male","Houston","Premium","219.29","32","17","2","15","6/15/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2034","18","Female","Philadelphia","Premium","276.72","11","11","2","13","12/30/2025","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2035","38","Male","San Jose","Basic","45.9","48","71","2","22","4/13/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2036","65","Male","Phoenix","Basic","20.59","38","22","1","11","1/24/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2037","72","Female","Houston","Premium","256.69","24","20","3","4","6/10/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2038","23","Male","San Diego","Premium","165","35","82","1","30","5/7/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2039","45","Male","Houston","Basic","11.34","19","46","1","17","2/20/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2040","34","Female","San Jose","Premium","234.06","6","11","2","5","2/8/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2041","22","Male","Los Angeles","Basic","37.79","40","40","1","21","1/5/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2042","48","Female","Chicago","Basic","41.83","54","55","3","25","2/27/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2043","22","Male","Philadelphia","Premium","201.03","45","80","2","24","4/10/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2044","55","Female","San Diego","Basic","10.26","44","32","2","8","5/5/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2045","20","Male","San Diego","Premium","221.93","42","100","2","21","1/22/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2046","70","Male","Dallas","Basic","10.63","35","33","2","24","3/1/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2047","40","Non-binary","San Antonio","Standard","59.2","4","9","1","30","1/9/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2048","54","Female","Los Angeles","Basic","23.07","33","49","1","10","2/15/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2049","70","Female","San Diego","Standard","93.72","13","26","4","7","5/28/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2050","54","Male","San Antonio","Standard","77.95","56","28","4","17","2/20/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2051","27","Female","San Diego","Basic","33.27","36","81","4","28","3/23/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2052","27","Female","Chicago","Standard","55.53","54","56","3","7","3/8/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2053","36","Female","San Antonio","Basic","15.78","43","78","1","27","3/27/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2054","34","Female","San Jose","Basic","37.81","19","40","2","24","3/30/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2055","38","Male","Dallas","Premium","171.32","43","35","2","19","12/31/2025","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2056","31","Male","Chicago","Basic","35.59","12","16","2","9","5/25/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2057","26","Female","San Jose","Standard","55.47","11","16","3","24","5/10/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2058","63","Male","Philadelphia","Standard","90.74","6","6","1","2","3/28/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2059","18","Male","Los Angeles","Standard","67.74","12","17","3","22","3/7/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2060","68","Female","Los Angeles","Basic","14.39","27","30","5","20","12/25/2025","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2061","62","Female","Phoenix","Basic","32.68","41","50","2","19","2/14/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2062","30","Female","Phoenix","Basic","47.13","25","45","2","27","4/8/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2063","21","Female","San Antonio","Standard","55.48","42","74","3","6","1/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2064","79","Female","Los Angeles","Premium","213.23","3","2","3","10","3/10/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2065","18","Male","San Antonio","Standard","120.75","3","6","2","13","1/31/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2066","66","Male","Phoenix","Basic","28.51","20","44","3","25","6/11/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2067","57","Male","Philadelphia","Basic","42.26","28","42","2","2","2/24/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2068","49","Male","San Diego","Basic","17.19","23","31","3","10","5/29/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2069","51","Female","San Jose","Basic","48.38","48","60","2","10","4/1/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2070","45","Male","Houston","Basic","25.41","3","5","5","26","4/17/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2071","48","Male","San Antonio","Basic","23.66","42","77","0","5","3/30/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2072","25","Male","Philadelphia","Basic","44.98","24","21","0","22","5/22/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2073","56","Male","San Jose","Basic","32.55","43","79","5","4","3/9/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2074","43","Male","Los Angeles","Basic","30.66","40","40","2","23","2/9/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2075","75","Male","San Diego","Basic","39.08","6","3","2","2","6/20/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2076","51","Male","San Jose","Basic","33.19","20","37","3","7","1/3/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2077","71","Male","Dallas","Basic","16.5","11","19","4","18","2/2/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2078","71","Male","Phoenix","Standard","117.42","32","42","0","17","2/22/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2079","20","Female","San Jose","Basic","15.34","60","93","0","11","3/7/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2080","76","Male","Houston","Basic","42.23","27","64","4","21","6/7/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2081","67","Male","Philadelphia","Basic","49.59","21","35","1","18","5/3/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2082","29","Female","San Diego","Basic","25.1","44","79","0","8","2/8/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2083","18","Male","Chicago","Basic","27.79","48","30","3","28","3/20/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2084","71","Female","San Jose","Basic","11.86","50","41","2","28","1/12/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2085","61","Female","New York","Standard","51.37","13","14","1","12","2/13/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2086","22","Male","Houston","Basic","46.86","22","34","0","24","1/11/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2087","47","Female","Houston","Basic","15.14","35","71","2","1","2/27/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2088","47","Male","New York","Premium","216.87","47","53","0","20","6/7/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2089","76","Female","Dallas","Basic","42.61","22","26","0","30","4/29/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2090","74","Male","Chicago","Basic","45.57","28","28","2","25","4/13/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2091","34","Female","Phoenix","Premium","227.91","21","21","4","21","1/31/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2092","65","Male","Philadelphia","Premium","234.75","46","110","2","12","5/18/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2093","80","Female","San Diego","Basic","36.79","18","31","2","27","4/8/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2094","64","Female","Philadelphia","Basic","48.46","31","25","1","26","2/28/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2095","40","Male","Chicago","Basic","34.11","60","116","2","29","12/24/2025","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2096","32","Male","Philadelphia","Basic","32.38","46","89","4","6","2/16/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2097","54","Female","New York","Standard","51.45","37","67","1","3","5/20/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2098","38","Female","Houston","Basic","13.24","21","16","3","5","6/13/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2099","31","Male","Philadelphia","Basic","33.09","14","18","0","14","1/10/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2100","19","Female","San Antonio","Premium","290.44","25","17","2","12","1/16/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2101","28","Non-binary","San Jose","Premium","280","27","57","4","13","4/20/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2102","68","Female","Chicago","Basic","49.3","40","72","2","13","5/11/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2103","56","Male","Dallas","Standard","102.78","60","90","2","29","4/2/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2104","55","Female","San Antonio","Basic","41.52","60","71","0","17","1/30/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2105","77","Male","New York","Premium","276.06","23","19","2","24","6/17/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2106","51","Other","Los Angeles","Basic","35.92","31","22","0","27","1/30/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2107","55","Female","New York","Basic","23.55","47","114","2","15","3/8/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2108","67","Male","Dallas","Basic","28.8","60","53","3","6","5/28/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2109","51","Female","Dallas","Basic","44.32","29","17","1","12","4/24/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2110","35","Male","San Antonio","Basic","21.94","47","113","1","2","5/22/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2111","47","Other","San Jose","Standard","142.37","30","47","2","4","2/22/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2112","32","Non-binary","Chicago","Standard","72.98","51","106","2","20","5/21/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2113","44","Female","Phoenix","Basic","39.98","26","15","5","25","1/6/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2114","68","Male","Houston","Basic","35.22","20","32","3","25","5/12/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2115","80","Female","San Antonio","Basic","39.98","38","49","2","21","2/13/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2116","51","Male","Dallas","Premium","215.6","19","38","0","12","4/7/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2117","69","Male","Los Angeles","Premium","289.9","27","15","1","3","2/10/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2118","74","Female","San Diego","Premium","244.87","25","32","2","17","12/22/2025","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2119","55","Male","Dallas","Premium","193.24","40","83","0","6","4/12/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2120","50","Male","San Jose","Basic","35.54","38","58","1","24","3/6/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2121","41","Non-binary","San Jose","Basic","21.47","52","83","3","17","2/17/2026","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2122","32","Male","Dallas","Standard","79.36","23","15","2","27","2/20/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2123","77","Male","San Jose","Premium","209.94","29","22","3","17","4/19/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2124","47","Female","San Antonio","Basic","44.1","15","27","2","11","2/24/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2125","72","Male","Dallas","Basic","30.01","59","109","2","23","1/30/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2126","59","Female","Dallas","Premium","251.84","3","7","2","7","5/14/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2127","68","Other","Chicago","Basic","25.68","10","19","5","2","3/14/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2128","34","Female","Houston","Basic","20.54","15","22","2","19","5/3/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2129","22","Female","Los Angeles","Standard","145.46","56","124","1","2","1/18/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2130","46","Male","San Jose","Basic","34.14","16","11","2","22","2/10/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2131","21","Male","Chicago","Basic","47.36","17","23","1","29","5/17/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2132","27","Female","Phoenix","Standard","70.34","19","20","1","13","6/3/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2133","73","Female","Phoenix","Standard","64.69","11","7","1","24","4/11/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2134","34","Female","Philadelphia","Premium","278.37","48","97","1","24","3/6/2026","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2135","27","Male","San Antonio","Basic","37.24","5","7","4","16","3/25/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2136","34","Male","San Antonio","Basic","17.46","5","8","2","17","2/11/2026","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2137","77","Male","New York","Standard","76.94","58","76","0","11","4/13/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2138","37","Female","Los Angeles","Standard","130.07","14","19","0","9","6/20/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2139","41","Male","Dallas","Basic","28.15","50","36","1","27","4/9/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2140","22","Female","San Jose","Standard","117.05","26","47","1","24","4/5/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2141","51","Female","Los Angeles","Basic","22.73","8","10","2","9","1/21/2026","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2142","23","Male","Philadelphia","Basic","25.25","5","10","0","29","1/23/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUST-2143","70","Female","New York","Basic","49.63","7","6","3","14","1/3/2026","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
