Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST-1580,61,Female,Dallas,Premium,71.5,37,11,0,Bi-weekly,2026-06-12,3,0
CUST-1581,19,Female,San Antonio,Premium,112.74,11,5,1,Monthly,2026-05-28,2,0
CUST-1582,66,Female,Philadelphia,Premium,72.53,27,2,0,Monthly,2026-05-21,4,0
CUST-1583,37,Male,Dallas,Standard,37.0,24,1,2,Weekly,2026-06-09,5,0
CUST-1584,69,Female,Dallas,Basic,13.8,60,16,3,Bi-weekly,2026-05-10,2,0
CUST-1585,24,Other,Chicago,Basic,24.49,30,7,4,Daily,2026-06-20,3,0
CUST-1586,61,Other,Los Angeles,Standard,48.68,3,1,3,Bi-weekly,2026-06-18,3,0
CUST-1587,31,Female,Houston,Basic,15.73,35,11,3,Monthly,2026-03-27,1,1
CUST-1588,28,Female,Los Angeles,Basic,29.17,36,17,2,Daily,2026-05-25,4,0
CUST-1589,35,Male,Phoenix,Premium,89.59,5,2,0,Bi-weekly,2026-04-12,5,1
CUST-1590,19,Female,New York,Basic,17.67,6,2,2,Monthly,2026-05-29,5,0
CUST-1591,37,Female,Houston,Premium,130.67,52,18,4,Daily,2026-04-22,2,1
CUST-1592,69,Other,San Diego,Basic,19.11,44,21,3,Monthly,2026-04-21,2,0
CUST-1593,27,Other,Phoenix,Standard,45.68,45,22,4,Bi-weekly,2026-05-10,4,0
CUST-1594,22,Female,Los Angeles,Standard,49.15,55,6,1,Bi-weekly,2026-05-07,3,0
CUST-1595,43,Other,Los Angeles,Standard,52.25,5,2,1,Monthly,2026-04-30,5,0
CUST-1596,33,Other,Chicago,Standard,45.35,22,4,1,Monthly,2026-04-26,4,0
CUST-1597,33,Male,Los Angeles,Premium,144.47,37,16,2,Daily,2026-04-06,5,0
CUST-1598,24,Female,Chicago,Standard,68.24,5,1,1,Monthly,2026-05-10,5,0
CUST-1599,21,Male,Houston,Basic,27.75,58,25,1,Daily,2026-06-02,3,0
CUST-1600,36,Female,San Jose,Premium,105.77,14,6,0,Bi-weekly,2026-05-13,4,0
CUST-1601,45,Other,Philadelphia,Basic,21.65,40,17,3,Monthly,2026-06-04,3,0
CUST-1602,75,Other,New York,Basic,24.07,53,12,2,Daily,2026-05-15,2,1
CUST-1603,62,Other,San Antonio,Premium,95.45,25,7,1,Monthly,2026-04-26,3,0
CUST-1604,48,Male,Houston,Premium,100.77,60,12,1,Monthly,2026-06-01,4,0
CUST-1605,60,Male,Chicago,Basic,11.43,2,1,2,Monthly,2026-03-28,5,0
CUST-1606,26,Male,Chicago,Premium,134.48,56,15,5,Monthly,2026-04-02,2,1
CUST-1607,45,Other,San Diego,Standard,44.21,12,4,0,Daily,2026-04-08,5,0
CUST-1608,33,Other,Dallas,Standard,46.43,35,12,0,Daily,2026-06-16,5,0
CUST-1609,25,Other,San Diego,Premium,76.41,47,17,2,Bi-weekly,2026-04-22,2,0
CUST-1610,57,Male,Houston,Standard,55.23,43,3,1,Bi-weekly,2026-04-03,2,0
CUST-1611,52,Male,San Diego,Standard,50.51,31,10,2,Bi-weekly,2026-04-28,4,0
CUST-1612,69,Female,Phoenix,Basic,10.71,60,20,1,Bi-weekly,2026-04-09,4,1
CUST-1613,48,Other,Chicago,Premium,74.13,19,1,1,Bi-weekly,2026-04-19,2,1
CUST-1614,22,Female,Phoenix,Basic,22.32,18,5,2,Daily,2026-06-06,3,0
CUST-1615,65,Male,San Diego,Standard,62.31,17,4,2,Monthly,2026-05-28,2,1
CUST-1616,23,Male,San Jose,Basic,26.75,49,14,1,Monthly,2026-05-21,5,0
CUST-1617,28,Male,San Jose,Premium,137.35,4,2,0,Daily,2026-06-14,3,0
CUST-1618,48,Female,San Diego,Premium,145.86,60,18,1,Weekly,2026-05-03,5,0
CUST-1619,27,Other,San Antonio,Basic,15.78,52,15,2,Monthly,2026-03-26,4,0
CUST-1620,61,Male,Los Angeles,Premium,120.99,55,14,1,Bi-weekly,2026-05-09,4,0
CUST-1621,24,Female,San Jose,Standard,48.44,44,8,3,Weekly,2026-04-15,3,0
CUST-1622,29,Female,Dallas,Basic,23.46,54,3,0,Daily,2026-04-29,2,0
CUST-1623,61,Female,Philadelphia,Basic,24.51,17,4,5,Daily,2026-06-17,1,1
CUST-1624,56,Other,Houston,Premium,121.05,46,4,0,Daily,2026-04-04,3,0
CUST-1625,66,Other,San Jose,Basic,27.92,45,6,2,Bi-weekly,2026-05-14,5,0
CUST-1626,22,Other,San Diego,Standard,60.77,45,22,2,Bi-weekly,2026-05-19,3,0
CUST-1627,35,Male,San Antonio,Standard,43.31,4,2,1,Bi-weekly,2026-05-29,5,1
CUST-1628,30,Other,San Antonio,Basic,22.91,7,1,3,Monthly,2026-05-24,1,0
CUST-1629,63,Female,Los Angeles,Basic,11.46,37,9,2,Monthly,2026-06-18,5,0
CUST-1630,58,Male,New York,Premium,101.24,10,3,0,Monthly,2026-04-08,2,1
CUST-1631,67,Female,San Diego,Standard,46.16,47,3,2,Weekly,2026-06-20,5,0
CUST-1632,70,Female,Los Angeles,Premium,112.82,23,6,0,Bi-weekly,2026-04-30,2,0
CUST-1633,59,Male,Philadelphia,Premium,138.27,22,2,0,Monthly,2026-05-14,3,0
CUST-1634,20,Female,Houston,Standard,57.84,58,4,2,Bi-weekly,2026-04-19,2,0
CUST-1635,46,Other,Houston,Basic,10.71,2,1,1,Monthly,2026-05-02,2,0
CUST-1636,59,Female,San Diego,Premium,147.2,52,15,3,Daily,2026-06-16,3,0
CUST-1637,68,Other,New York,Standard,34.73,52,21,2,Monthly,2026-03-26,3,0
CUST-1638,32,Male,New York,Premium,81.33,42,1,3,Monthly,2026-04-02,1,1
CUST-1639,59,Male,New York,Basic,22.65,58,10,0,Daily,2026-04-23,3,0
CUST-1640,22,Male,Los Angeles,Standard,53.8,40,8,2,Daily,2026-05-26,5,0
CUST-1641,71,Other,San Antonio,Standard,34.83,44,19,0,Weekly,2026-05-10,3,0
CUST-1642,55,Male,Philadelphia,Basic,12.41,10,4,0,Weekly,2026-03-23,4,0
CUST-1643,46,Male,San Jose,Basic,12.67,51,21,1,Monthly,2026-05-31,2,0
CUST-1644,23,Male,New York,Basic,28.52,46,21,1,Bi-weekly,2026-04-28,5,0
CUST-1645,31,Male,Phoenix,Premium,106.03,16,3,1,Daily,2026-04-05,3,0
CUST-1646,57,Male,Phoenix,Standard,46.75,36,8,1,Weekly,2026-06-05,2,0
CUST-1647,73,Other,Dallas,Basic,19.28,41,7,1,Bi-weekly,2026-06-14,3,0
CUST-1648,27,Other,San Diego,Standard,37.05,43,2,3,Daily,2026-03-30,3,0
CUST-1649,45,Female,Philadelphia,Premium,134.41,49,15,1,Daily,2026-06-07,2,0
CUST-1650,29,Male,New York,Standard,50.6,5,1,4,Monthly,2026-04-06,3,0
CUST-1651,65,Other,Philadelphia,Basic,25.58,21,4,1,Daily,2026-05-21,5,0
CUST-1652,42,Male,Los Angeles,Standard,53.4,4,2,2,Weekly,2026-05-24,5,0
CUST-1653,41,Male,San Diego,Premium,85.53,23,5,1,Weekly,2026-05-09,3,1
CUST-1654,54,Male,Phoenix,Basic,12.22,30,8,1,Monthly,2026-05-30,4,0
CUST-1655,36,Other,Chicago,Premium,146.22,58,6,2,Weekly,2026-06-09,5,0
CUST-1656,49,Male,San Jose,Standard,63.48,18,1,3,Monthly,2026-05-20,2,1
CUST-1657,55,Male,San Jose,Basic,28.28,58,1,1,Monthly,2026-06-15,2,0
CUST-1658,64,Other,New York,Standard,51.24,31,13,4,Daily,2026-04-24,4,0
CUST-1659,53,Male,San Antonio,Basic,12.65,19,4,1,Daily,2026-06-18,5,0
CUST-1660,28,Other,San Diego,Premium,129.78,2,2,1,Monthly,2026-06-03,5,0
CUST-1661,73,Female,San Diego,Premium,120.67,56,21,3,Daily,2026-05-02,3,0
CUST-1662,36,Female,Phoenix,Premium,145.69,35,7,1,Daily,2026-04-02,4,0
CUST-1663,21,Other,Philadelphia,Basic,12.22,24,8,1,Daily,2026-05-05,4,0
CUST-1664,53,Other,Los Angeles,Premium,126.75,14,2,2,Bi-weekly,2026-05-21,2,0
CUST-1665,65,Other,Houston,Premium,130.87,21,6,1,Bi-weekly,2026-04-17,5,0
CUST-1666,22,Female,Philadelphia,Standard,49.45,34,4,3,Monthly,2026-03-22,3,0
CUST-1667,41,Other,Los Angeles,Basic,27.84,30,2,2,Daily,2026-05-01,3,0
CUST-1668,22,Male,Chicago,Standard,34.48,10,4,1,Weekly,2026-05-25,2,1
CUST-1669,61,Other,Chicago,Standard,43.87,29,12,4,Daily,2026-05-14,2,1
CUST-1670,73,Male,Dallas,Premium,96.87,38,11,2,Bi-weekly,2026-04-19,5,0
CUST-1671,54,Male,Phoenix,Basic,25.79,15,4,1,Bi-weekly,2026-05-15,2,1
CUST-1672,36,Female,Chicago,Premium,143.93,46,18,3,Bi-weekly,2026-05-28,2,0
CUST-1673,62,Other,Chicago,Basic,14.76,3,2,1,Weekly,2026-04-25,4,0
CUST-1674,31,Other,New York,Premium,95.36,23,3,4,Bi-weekly,2026-04-24,2,0
CUST-1675,25,Male,San Antonio,Standard,60.74,30,15,0,Bi-weekly,2026-06-01,2,0
CUST-1676,52,Other,Philadelphia,Premium,126.44,31,15,1,Bi-weekly,2026-04-08,3,0
CUST-1677,64,Female,Philadelphia,Premium,78.99,31,15,0,Daily,2026-06-03,2,1
CUST-1678,43,Other,Houston,Standard,44.3,21,1,1,Weekly,2026-04-07,3,0
CUST-1679,67,Female,Houston,Basic,11.67,55,15,0,Daily,2026-04-16,5,1
CUST-1680,38,Other,San Jose,Premium,145.47,59,22,0,Bi-weekly,2026-05-01,3,0
CUST-1681,45,Female,San Antonio,Standard,30.49,23,6,3,Bi-weekly,2026-04-24,1,1
CUST-1682,74,Female,San Antonio,Standard,41.55,52,24,1,Monthly,2026-04-28,3,0
CUST-1683,56,Male,Chicago,Basic,16.06,56,17,1,Bi-weekly,2026-06-12,5,0
CUST-1684,44,Other,Phoenix,Standard,37.0,30,12,1,Weekly,2026-05-26,3,0
CUST-1685,36,Other,San Diego,Basic,26.46,20,10,2,Bi-weekly,2026-04-18,5,1
CUST-1686,68,Male,Chicago,Standard,42.01,41,16,0,Daily,2026-03-29,4,0
CUST-1687,49,Other,Houston,Basic,12.39,18,8,2,Daily,2026-04-05,4,0
CUST-1688,54,Female,Phoenix,Premium,124.87,45,4,1,Bi-weekly,2026-04-16,2,0
CUST-1689,28,Other,New York,Basic,16.39,57,23,2,Weekly,2026-05-06,3,0
CUST-1690,41,Female,Philadelphia,Basic,15.8,34,3,0,Weekly,2026-04-01,3,0
CUST-1691,56,Male,Dallas,Standard,64.9,53,22,0,Bi-weekly,2026-05-17,4,0
CUST-1692,55,Female,Chicago,Basic,12.74,19,6,1,Monthly,2026-04-29,4,0
CUST-1693,28,Male,Houston,Basic,20.07,54,7,1,Daily,2026-04-28,5,0
CUST-1694,25,Male,New York,Standard,43.93,45,12,4,Weekly,2026-04-25,3,0
CUST-1695,37,Male,Los Angeles,Basic,12.57,45,5,2,Weekly,2026-05-12,3,0
CUST-1696,23,Female,Los Angeles,Basic,10.38,31,13,0,Monthly,2026-06-15,3,0
CUST-1697,68,Other,Dallas,Premium,74.74,8,3,2,Daily,2026-06-12,4,0
CUST-1698,66,Male,Los Angeles,Premium,86.43,58,7,1,Weekly,2026-03-27,4,1
CUST-1699,27,Other,Phoenix,Premium,97.83,11,5,3,Weekly,2026-04-17,1,1
CUST-1700,55,Male,Dallas,Basic,24.32,19,3,1,Daily,2026-06-08,3,0
CUST-1701,72,Other,San Diego,Standard,57.93,12,4,0,Daily,2026-05-28,4,0
CUST-1702,45,Male,Dallas,Basic,18.15,49,11,1,Daily,2026-04-22,2,0
CUST-1703,49,Female,Phoenix,Premium,127.77,6,2,0,Monthly,2026-06-06,5,0
CUST-1704,56,Other,Phoenix,Premium,148.09,29,4,1,Monthly,2026-05-14,5,0
CUST-1705,22,Female,Philadelphia,Basic,10.26,44,16,0,Daily,2026-05-01,5,0
CUST-1706,61,Male,Los Angeles,Basic,17.9,45,19,2,Daily,2026-05-30,2,1
CUST-1707,30,Female,Houston,Premium,137.52,26,2,2,Weekly,2026-04-27,5,0
CUST-1708,63,Other,San Jose,Standard,60.25,52,21,2,Monthly,2026-05-06,5,0
CUST-1709,43,Female,Dallas,Standard,35.89,30,2,0,Daily,2026-05-19,5,0
CUST-1710,58,Male,New York,Basic,24.76,54,3,1,Monthly,2026-03-26,2,0
CUST-1711,42,Other,Philadelphia,Basic,16.06,40,4,2,Daily,2026-03-28,5,0
CUST-1712,30,Female,San Diego,Standard,50.19,35,11,1,Daily,2026-06-16,5,0
CUST-1713,25,Female,San Diego,Standard,64.11,29,8,5,Daily,2026-06-16,2,0
CUST-1714,73,Female,Chicago,Standard,47.23,20,7,2,Monthly,2026-06-06,5,0
CUST-1715,61,Other,San Jose,Standard,49.04,55,6,1,Daily,2026-05-01,4,0
CUST-1716,42,Other,Philadelphia,Standard,42.82,2,1,3,Weekly,2026-05-05,3,0
CUST-1717,55,Male,Philadelphia,Standard,33.89,23,6,3,Monthly,2026-05-07,1,0
CUST-1718,33,Male,Phoenix,Premium,76.8,45,3,1,Bi-weekly,2026-06-06,4,0
CUST-1719,52,Female,New York,Standard,56.31,28,10,3,Monthly,2026-05-17,1,0
CUST-1720,55,Male,Philadelphia,Standard,52.81,21,10,0,Daily,2026-04-19,2,0
CUST-1721,31,Female,San Diego,Premium,134.92,43,11,1,Weekly,2026-04-03,4,0
CUST-1722,45,Male,San Diego,Premium,137.79,51,3,0,Weekly,2026-05-15,4,1
CUST-1723,54,Female,Houston,Premium,129.43,6,3,0,Daily,2026-04-06,4,0
CUST-1724,54,Other,San Diego,Standard,38.39,51,3,3,Bi-weekly,2026-04-17,3,0
CUST-1725,52,Female,Houston,Standard,46.09,40,17,2,Monthly,2026-03-27,3,0
CUST-1726,58,Other,Dallas,Basic,21.54,14,6,0,Monthly,2026-05-17,5,0
CUST-1727,64,Other,New York,Premium,86.05,30,3,0,Weekly,2026-06-01,4,0
CUST-1728,44,Female,Los Angeles,Premium,86.28,27,5,0,Bi-weekly,2026-03-30,3,0
CUST-1729,56,Male,San Antonio,Basic,12.27,13,1,2,Weekly,2026-05-12,5,0
CUST-1730,45,Female,New York,Basic,13.19,9,1,0,Bi-weekly,2026-05-16,3,0
CUST-1731,20,Other,San Diego,Basic,11.11,58,3,0,Bi-weekly,2026-04-04,4,0
CUST-1732,75,Female,Philadelphia,Premium,122.59,6,2,2,Weekly,2026-05-21,2,0
CUST-1733,50,Male,Dallas,Premium,136.32,50,17,2,Bi-weekly,2026-04-18,2,1
CUST-1734,25,Female,Philadelphia,Premium,128.98,52,24,0,Weekly,2026-04-27,3,0
CUST-1735,29,Male,Phoenix,Standard,46.34,56,19,3,Daily,2026-04-19,3,0
CUST-1736,25,Female,Dallas,Standard,48.99,16,5,0,Weekly,2026-05-05,5,0
CUST-1737,70,Female,New York,Premium,147.34,39,2,3,Daily,2026-03-24,2,1
CUST-1738,42,Female,Philadelphia,Premium,79.76,56,8,3,Monthly,2026-05-02,1,0
CUST-1739,43,Female,Phoenix,Basic,28.73,49,8,1,Bi-weekly,2026-05-25,3,0
CUST-1740,58,Female,San Antonio,Basic,15.48,6,2,2,Monthly,2026-04-29,4,0
CUST-1741,74,Male,Chicago,Premium,90.88,5,2,1,Monthly,2026-04-04,4,0
CUST-1742,19,Male,Chicago,Premium,105.47,42,5,3,Daily,2026-04-30,2,0
CUST-1743,38,Other,Los Angeles,Basic,13.16,34,5,0,Monthly,2026-05-11,5,0
CUST-1744,65,Male,Phoenix,Basic,23.75,53,11,0,Bi-weekly,2026-05-26,2,1
CUST-1745,29,Female,San Antonio,Premium,87.96,2,1,2,Daily,2026-04-22,3,0
CUST-1746,72,Male,New York,Standard,54.72,39,9,4,Weekly,2026-06-09,3,0
CUST-1747,54,Male,New York,Premium,112.07,50,15,3,Monthly,2026-06-05,2,0
CUST-1748,30,Female,Phoenix,Premium,109.53,9,4,2,Weekly,2026-04-05,3,0
CUST-1749,36,Other,Houston,Standard,37.21,51,5,3,Daily,2026-05-14,3,0
CUST-1750,46,Male,Philadelphia,Premium,124.74,30,2,0,Daily,2026-04-21,3,0
CUST-1751,62,Female,Houston,Premium,100.68,28,12,0,Bi-weekly,2026-06-11,2,0
CUST-1752,21,Female,Houston,Standard,66.33,39,2,2,Daily,2026-05-19,5,0
CUST-1753,43,Other,Philadelphia,Basic,29.36,36,2,3,Weekly,2026-05-18,2,0
CUST-1754,39,Female,Chicago,Basic,16.35,34,14,2,Weekly,2026-05-18,2,1
CUST-1755,26,Female,Phoenix,Premium,98.85,28,5,3,Bi-weekly,2026-04-03,3,0
CUST-1756,45,Male,Philadelphia,Premium,149.57,49,5,1,Monthly,2026-06-14,3,0
CUST-1757,32,Male,New York,Standard,40.41,46,15,1,Monthly,2026-06-06,5,1
CUST-1758,40,Other,Dallas,Standard,48.31,8,2,1,Daily,2026-05-07,2,1
CUST-1759,36,Male,Chicago,Premium,110.7,18,4,1,Daily,2026-04-14,3,0
CUST-1760,22,Male,San Diego,Premium,77.54,22,1,2,Bi-weekly,2026-03-25,2,1
CUST-1761,55,Male,Philadelphia,Basic,10.58,30,14,3,Monthly,2026-04-23,3,0
CUST-1762,18,Female,New York,Premium,119.79,29,6,2,Weekly,2026-05-24,2,0
CUST-1763,36,Female,New York,Premium,75.66,39,13,0,Daily,2026-04-30,4,0
CUST-1764,67,Female,Los Angeles,Basic,27.05,11,4,1,Monthly,2026-05-15,3,0
CUST-1765,49,Female,Phoenix,Premium,118.28,23,11,1,Daily,2026-05-04,3,0
CUST-1766,74,Female,San Diego,Standard,52.52,28,2,2,Monthly,2026-05-04,3,0
CUST-1767,45,Male,New York,Premium,97.34,30,11,0,Weekly,2026-03-30,3,0
CUST-1768,51,Other,Dallas,Basic,15.81,28,2,3,Monthly,2026-05-13,2,0
CUST-1769,61,Female,Houston,Premium,104.22,37,2,3,Daily,2026-06-15,1,0
CUST-1770,44,Male,San Diego,Premium,127.62,53,9,1,Bi-weekly,2026-05-19,2,0
CUST-1771,19,Male,San Diego,Basic,25.72,54,13,1,Daily,2026-06-10,5,0
CUST-1772,37,Female,San Jose,Premium,106.4,43,15,1,Bi-weekly,2026-05-08,3,0
CUST-1773,23,Other,San Jose,Standard,64.86,7,2,1,Daily,2026-06-20,5,0
CUST-1774,28,Other,San Diego,Standard,57.67,56,22,2,Monthly,2026-05-13,4,0
CUST-1775,62,Other,San Antonio,Standard,33.51,9,1,0,Weekly,2026-06-06,2,0
CUST-1776,30,Male,Houston,Standard,55.94,42,8,2,Monthly,2026-04-01,3,1
CUST-1777,67,Female,Chicago,Standard,46.88,8,2,3,Weekly,2026-03-23,4,0
CUST-1778,48,Male,San Diego,Premium,89.41,19,7,2,Daily,2026-05-09,2,1
CUST-1779,72,Other,San Antonio,Standard,63.94,48,19,0,Bi-weekly,2026-06-16,5,0
CUST-1780,50,Other,San Jose,Premium,142.41,56,16,2,Weekly,2026-06-13,2,1
CUST-1781,38,Other,Los Angeles,Standard,65.72,27,8,2,Daily,2026-04-18,4,0
CUST-1782,45,Male,Chicago,Standard,59.05,31,6,0,Monthly,2026-05-22,3,0
CUST-1783,61,Female,San Jose,Premium,122.56,9,3,1,Monthly,2026-04-28,4,0
CUST-1784,69,Male,San Jose,Basic,15.65,48,3,0,Monthly,2026-06-04,3,0
CUST-1785,56,Female,Los Angeles,Standard,67.72,32,10,0,Weekly,2026-05-25,2,0
CUST-1786,40,Female,Philadelphia,Premium,82.69,53,17,5,Daily,2026-06-12,3,0
CUST-1787,57,Male,Los Angeles,Premium,87.93,17,6,2,Bi-weekly,2026-06-15,4,0
CUST-1788,72,Other,Dallas,Premium,123.56,46,2,2,Monthly,2026-04-23,2,0
CUST-1789,68,Other,San Jose,Basic,26.47,3,1,2,Weekly,2026-04-01,2,0
CUST-1790,41,Male,Phoenix,Premium,105.32,33,16,1,Daily,2026-06-01,4,0
CUST-1791,26,Male,Houston,Standard,68.79,50,25,0,Daily,2026-05-20,5,0
CUST-1792,50,Male,Los Angeles,Standard,44.9,49,14,0,Bi-weekly,2026-04-01,3,1
CUST-1793,66,Other,San Antonio,Basic,12.76,28,7,2,Monthly,2026-04-23,4,0
CUST-1794,46,Male,New York,Premium,134.5,5,1,2,Bi-weekly,2026-05-11,5,0
CUST-1795,28,Female,New York,Standard,60.37,43,21,3,Weekly,2026-04-08,1,0
CUST-1796,63,Other,Dallas,Standard,46.77,57,22,2,Bi-weekly,2026-05-11,4,1
CUST-1797,35,Other,San Jose,Basic,24.01,29,11,0,Weekly,2026-04-12,5,0
CUST-1798,74,Other,San Antonio,Basic,27.62,6,1,0,Bi-weekly,2026-05-02,3,0
CUST-1799,52,Female,Houston,Basic,20.23,20,9,2,Bi-weekly,2026-03-31,3,1
CUST-1800,74,Other,San Jose,Standard,39.65,50,10,2,Monthly,2026-04-17,2,0
CUST-1801,71,Female,Phoenix,Premium,110.6,8,1,1,Daily,2026-04-24,4,0
CUST-1802,18,Female,Philadelphia,Basic,26.11,38,19,3,Weekly,2026-05-07,3,0
CUST-1803,68,Other,San Jose,Premium,81.2,25,9,0,Weekly,2026-06-07,4,0
CUST-1804,30,Female,San Diego,Basic,12.93,28,14,1,Monthly,2026-06-10,2,1
CUST-1805,74,Male,San Diego,Basic,18.92,24,11,2,Monthly,2026-04-06,5,0
CUST-1806,55,Female,San Antonio,Standard,57.56,32,14,1,Weekly,2026-06-02,3,0
CUST-1807,47,Male,Dallas,Premium,79.44,14,4,2,Monthly,2026-06-16,3,0
CUST-1808,41,Male,San Jose,Standard,34.41,24,10,1,Bi-weekly,2026-06-15,3,0
CUST-1809,37,Female,Phoenix,Standard,49.44,51,5,0,Weekly,2026-04-06,5,1
CUST-1810,75,Female,Phoenix,Basic,13.66,48,16,1,Daily,2026-06-05,4,0
CUST-1811,20,Female,San Diego,Premium,94.78,29,6,1,Monthly,2026-04-21,3,0
CUST-1812,50,Other,San Diego,Standard,56.69,10,3,2,Daily,2026-04-02,5,0
CUST-1813,75,Female,Philadelphia,Premium,73.67,43,15,4,Bi-weekly,2026-03-30,1,0
CUST-1814,63,Male,San Jose,Premium,133.69,46,10,1,Daily,2026-03-30,2,1
CUST-1815,57,Other,San Jose,Basic,29.15,34,7,2,Monthly,2026-04-17,2,1
CUST-1816,52,Male,New York,Standard,61.47,16,8,1,Daily,2026-04-13,4,0
CUST-1817,20,Female,New York,Standard,47.48,27,1,3,Bi-weekly,2026-05-03,3,0
CUST-1818,24,Other,Chicago,Standard,35.76,17,2,1,Weekly,2026-05-12,5,0
CUST-1819,21,Other,Philadelphia,Basic,10.54,4,2,0,Monthly,2026-06-08,4,1
CUST-1820,75,Female,Phoenix,Standard,67.66,58,4,1,Daily,2026-05-26,3,0
CUST-1821,55,Male,San Diego,Premium,130.19,25,2,3,Bi-weekly,2026-06-13,3,0
CUST-1822,44,Male,San Diego,Basic,18.15,15,1,2,Bi-weekly,2026-04-11,2,1
CUST-1823,53,Other,Chicago,Standard,52.73,29,2,2,Weekly,2026-06-02,4,0
CUST-1824,28,Male,Dallas,Standard,68.45,36,15,1,Daily,2026-06-20,5,0
CUST-1825,57,Female,Chicago,Basic,11.2,59,16,0,Bi-weekly,2026-04-05,4,0
CUST-1826,42,Female,Houston,Premium,137.25,19,1,4,Weekly,2026-04-13,1,1
CUST-1827,43,Other,Los Angeles,Basic,24.5,18,7,2,Weekly,2026-04-03,4,0
CUST-1828,39,Other,Phoenix,Premium,106.22,16,6,2,Bi-weekly,2026-05-25,5,0
CUST-1829,39,Male,Chicago,Premium,143.78,39,16,0,Daily,2026-06-19,3,0
CUST-1830,75,Other,San Diego,Standard,51.53,51,21,1,Daily,2026-04-13,2,0
CUST-1831,70,Other,San Diego,Premium,79.87,53,13,1,Bi-weekly,2026-05-02,3,0
CUST-1832,69,Other,New York,Basic,19.25,60,7,2,Monthly,2026-06-19,3,0
CUST-1833,66,Female,Philadelphia,Basic,11.8,40,10,0,Weekly,2026-05-22,5,0
CUST-1834,20,Female,San Diego,Premium,126.56,14,1,3,Weekly,2026-03-31,4,1
CUST-1835,35,Other,Dallas,Standard,36.82,13,6,3,Weekly,2026-06-12,2,0
CUST-1836,26,Female,San Jose,Basic,27.62,47,9,0,Weekly,2026-03-26,2,0
CUST-1837,62,Other,Dallas,Premium,90.23,36,15,3,Daily,2026-04-27,1,0
CUST-1838,38,Female,San Antonio,Standard,34.87,34,15,0,Monthly,2026-05-05,2,0
CUST-1839,32,Male,Phoenix,Standard,51.3,21,1,2,Monthly,2026-05-27,4,0
CUST-1840,54,Male,Houston,Premium,103.91,5,1,2,Weekly,2026-05-30,4,0
CUST-1841,58,Other,Los Angeles,Basic,19.6,52,1,1,Bi-weekly,2026-05-19,3,0
CUST-1842,33,Female,New York,Standard,50.79,16,2,4,Monthly,2026-06-08,4,0
CUST-1843,23,Male,New York,Standard,42.53,55,23,2,Daily,2026-06-04,2,0
CUST-1844,46,Male,Phoenix,Premium,120.09,5,1,2,Daily,2026-04-10,2,1
CUST-1845,42,Female,Los Angeles,Premium,130.16,15,7,2,Daily,2026-04-23,5,0
CUST-1846,45,Other,San Jose,Basic,16.79,44,1,1,Monthly,2026-04-15,4,0
CUST-1847,24,Male,New York,Premium,127.06,38,7,0,Weekly,2026-03-31,4,0
CUST-1848,48,Other,San Jose,Standard,37.44,9,1,0,Daily,2026-06-04,4,0
CUST-1849,50,Other,Philadelphia,Standard,53.35,35,5,2,Weekly,2026-04-21,4,0
CUST-1850,36,Female,New York,Premium,116.92,44,5,2,Daily,2026-05-21,2,1
CUST-1851,30,Male,Houston,Basic,16.83,43,16,4,Monthly,2026-04-05,3,0
CUST-1852,54,Female,San Jose,Standard,46.75,11,1,3,Monthly,2026-06-15,4,0
CUST-1853,18,Other,Houston,Premium,88.42,40,7,2,Weekly,2026-04-20,4,0
CUST-1854,42,Male,San Antonio,Basic,26.52,1,2,0,Daily,2026-06-11,4,1
CUST-1855,25,Male,Phoenix,Standard,37.78,38,12,2,Daily,2026-06-17,3,0
CUST-1856,29,Male,Phoenix,Premium,83.94,55,18,1,Weekly,2026-05-29,3,1
CUST-1857,71,Female,Los Angeles,Basic,26.63,9,4,1,Daily,2026-05-08,3,0
CUST-1858,33,Female,Philadelphia,Premium,83.71,34,14,4,Daily,2026-06-05,2,0
CUST-1859,26,Male,Houston,Premium,100.26,24,6,2,Monthly,2026-03-31,3,0
CUST-1860,66,Other,San Jose,Basic,27.09,19,3,1,Bi-weekly,2026-05-20,2,0
CUST-1861,35,Male,Dallas,Premium,140.87,14,6,2,Daily,2026-04-21,2,1
CUST-1862,42,Other,Dallas,Standard,49.94,30,3,2,Bi-weekly,2026-05-04,5,0
CUST-1863,49,Female,Phoenix,Premium,102.08,59,26,1,Daily,2026-05-25,3,0
CUST-1864,46,Male,San Antonio,Basic,16.12,57,13,1,Weekly,2026-05-04,4,0
CUST-1865,26,Male,Phoenix,Standard,50.75,15,5,3,Daily,2026-04-22,3,0
CUST-1866,47,Female,San Antonio,Standard,62.18,21,5,4,Monthly,2026-06-17,2,1
CUST-1867,34,Other,Los Angeles,Standard,66.06,19,9,1,Daily,2026-05-16,3,0
CUST-1868,22,Female,New York,Premium,86.02,13,6,1,Bi-weekly,2026-05-19,4,0
CUST-1869,67,Other,Phoenix,Basic,24.11,9,3,0,Daily,2026-05-13,4,0
CUST-1870,68,Female,San Antonio,Premium,130.62,1,2,1,Weekly,2026-05-01,3,0
CUST-1871,65,Male,San Diego,Basic,20.32,51,18,2,Monthly,2026-04-22,4,0
